74.1 38.3 1
58.6 48.4 1
77.5 86.2 1
78.4 38.7 1
48.1 46.9 1
56.1 41.1 1
19.2 23.9 0
36.9 40.6 0
55.7 48.8 1
70.4 40.6 1
54.3 33.8 1
25.0 87.5 0
65.4 57.6 1
46.8 44.3 1
45.1 22.2 1
35.6 56.4 0
71.1 45.7 1
50.1 39.7 1
68.3 60.3 1
29.0 39.9 0
25.4 49.8 0
54.6 61.1 1
36.1 66.6 0
40.0 33.4 0
72.0 32.7 1
31.0 56.4 0
61.0 31.4 1
56.3 37.1 1
63.6 72.6 1
70.2 19.9 1
82.4 27.4 1
40.3 46.7 0
32.2 37.4 0
41.9 61.9 0
39.2 19.1 1
52.1 35.4 1
67.4 32.5 1
28.6 52.4 0
78.9 38.6 1
41.2 33.2 0
62.2 34.7 1
42.7 70.5 0
43.5 94.2 0
62.3 22.3 1
56.5 47.6 1
54.5 61.4 1
27.6 52.3 0
48.9 27.6 1
76.5 22.3 1
58.5 23.5 1
61.2 69.2 1
62.1 47.4 1
52.2 19.7 1
47.9 93.1 0
65.1 79.6 1
47.6 38.7 1
61.4 37.1 1
70.6 69.9 1
41.4 48.3 1
45.7 21.6 1
70.5 66.5 1
27.0 73.2 0
42.8 56.6 1
47.9 52.2 1
46.5 43.3 1
85.0 36.7 1
52.4 79.4 0
55.4 47.5 1
61.4 46.2 1
38.7 29.6 0
44.0 67.4 0
40.3 57.8 1
79.7 71.0 1
76.3 42.5 1
37.5 74.2 0
63.3 19.4 1
33.4 84.8 0
55.8 57.2 1
67.3 17.9 1
81.6 10.5 1
49.1 47.1 1
26.3 51.8 0
38.6 73.7 0
77.8 50.3 1
35.1 47.0 0
52.6 45.0 1
67.8 36.2 1
58.0 60.6 1
52.7 77.5 0
38.8 48.1 0
53.7 40.6 1
41.8 41.6 1
55.8 26.1 1
67.8 47.4 1
45.1 40.1 1
23.0 60.5 0
51.1 36.9 1
53.0 87.3 1
70.9 29.2 1
32.4 58.0 0
51.8 52.5 1
79.3 52.2 1
50.5 36.4 1
45.5 46.8 0
61.2 39.7 1
52.8 80.9 1
57.3 27.1 1
42.1 36.5 1
56.8 55.5 1
18.1 59.9 0
13.2 57.6 0
40.5 67.4 0
59.0 78.7 1
43.0 50.3 0
38.2 46.1 0
65.9 40.5 1
38.8 79.2 0
53.1 61.0 1
13.4 58.2 0
58.1 45.7 1
55.0 61.3 1
59.0 51.0 1
56.4 70.5 1
45.0 24.8 1
38.8 39.3 0
44.8 48.7 0
33.9 23.6 0
63.0 45.0 1
42.3 22.9 1
43.8 55.3 0
42.3 50.2 0
72.4 78.8 1
66.5 20.8 1
75.4 48.0 1
12.8 58.1 0
49.0 52.8 1
16.6 70.6 0
62.8 69.8 1
68.0 44.3 1
46.1 44.8 1
38.7 18.0 0
63.9 65.5 1
67.9 39.0 1
47.8 36.8 1
78.6 41.0 1
36.4 62.8 0
37.9 40.8 1
59.4 46.6 1
47.2 40.8 1
73.2 46.6 1
50.1 67.1 0
26.7 52.4 0
51.0 36.2 1
46.4 27.9 1
41.9 38.6 0
60.3 42.0 1
57.2 48.4 0
59.9 48.6 1
62.0 52.2 1
41.7 41.5 1
95.1 51.0 1
68.8 42.2 1
41.9 46.3 0
72.4 84.0 1
73.5 19.6 1
60.0 48.0 1
69.9 51.9 1
40.6 25.4 1
65.0 54.3 1
48.4 49.0 1
59.7 41.8 1
46.0 54.8 1
56.9 22.4 1
31.1 62.0 0
40.2 28.9 0
66.3 19.6 1
63.3 72.7 1
52.2 51.8 0
63.2 34.7 1
28.7 57.8 0
36.9 81.8 0
40.6 52.0 0
61.5 47.3 1
32.4 35.4 0
31.6 55.7 0
36.8 68.1 0
50.0 67.3 1
40.0 58.4 1
68.2 62.9 1
30.7 89.3 0
72.3 46.7 1
42.1 70.8 0
27.6 60.5 0
55.7 35.5 1
40.1 55.4 1
35.5 47.0 0
27.3 38.1 0
82.8 36.9 1
37.8 69.6 0
34.7 54.2 0
66.9 68.2 1
44.5 31.5 1
26.8 59.7 0
65.6 17.3 1
47.4 50.8 1
50.8 51.8 1
64.0 76.7 1
45.4 66.3 0
48.7 41.0 1
 4.1 84.7 0
58.1 53.1 1
61.8 36.1 1
72.2 28.1 1
34.1 51.7 0
61.9 45.9 1
69.4 41.9 1
63.9 40.4 1
41.0 64.3 0
55.5 72.8 1
21.6 80.1 0
39.4 40.9 0
54.1 53.9 1
54.9 63.0 1
52.4 86.4 0
27.1 64.3 0
35.5 56.8 0
55.2 36.9 1
69.2 13.6 1
65.5 32.1 1
52.5 53.4 0
49.4 49.4 1
52.2 48.1 1
63.2 47.0 1
65.2 29.8 1
57.4 80.1 0
45.9 44.7 1
34.2 53.0 0
39.9 60.4 1
51.5 67.9 1
60.0 62.2 1
41.4 28.5 0
23.9 53.9 0
27.0 79.8 0
49.8 18.2 1
25.9 43.7 0
65.8 39.9 1
19.1 57.5 0
45.7 55.5 1
53.0 40.2 1
33.9 59.0 0
45.7 33.8 1
58.6 46.2 1
56.7 16.4 1
51.3 35.6 1
74.7 65.3 1
70.5 62.8 1
83.5 49.8 1
48.2 22.8 1
78.4 33.1 1
57.0 37.6 1
54.3 25.2 1
40.3 64.4 0
41.1 51.2 0
53.7 59.4 1
59.8 27.1 1
33.2 33.4 1
33.1 65.7 0
52.9 68.9 0
49.2 58.5 1
55.3 50.4 1
34.0 53.7 0
63.9 23.0 1
